name,website,category,original_category,founded,github_org,twitter_handle,notes,batch,yc_status,ph_slug,tagline,sources,sector,function
OpenPipe,https://openpipe.ai/,ML Infrastructure,AI,2023,,,YC marked Acquired (batch: Summer 2023),Summer 2023,Acquired,,Turn expensive prompts into cheap fine-tuned models,ycombinator,Cross-industry,ML Infrastructure
Autotab,https://autotab.com,AI Agents,AI,2023,,,YC marked Acquired (batch: Summer 2023),Summer 2023,Acquired,,AI agents reliable enough to do real work,ycombinator,Cross-industry,AI Agent
FlowiseAI,https://flowiseai.com,ML Infrastructure,AI,2023,,,YC marked Acquired (batch: Summer 2023),Summer 2023,Acquired,,Open source GenAI development platform,ycombinator,Cross-industry,ML Infrastructure
Inari,https://useinari.com,Productivity AI,AI,2023,,,YC marked Acquired (batch: Summer 2023),Summer 2023,Acquired,,Your juniorAI product manager,ycombinator,Cross-industry,AI Agent
Pincites,https://www.pincites.com/,Legal AI,,2023,,,YC marked Acquired (batch: Summer 2023),Summer 2023,Acquired,,Close deals faster with AI for contract negotiation,ycombinator,Legal,Copilot / Assistant
Deasy Labs,https://www.deasylabs.com/,ML Infrastructure,AI,2023,,,YC marked Acquired (batch: Summer 2023),Summer 2023,Acquired,,Metadata for GenAI workflows,ycombinator,Cross-industry,ML Infrastructure
Xeol,https://www.xeol.io/,Security AI,AI,2023,,,YC marked Acquired (batch: Summer 2023),Summer 2023,Acquired,,Close your outdated dependency attack vector,ycombinator,Security,Analytics & Decisioning
DAGWorks Inc.,https://www.dagworks.io/,AI Agents,AI,2023,,,YC marked Acquired (batch: Winter 2023),Winter 2023,Acquired,,Open source tools & services for reliable AI Agents & AI Applications,ycombinator,Cross-industry,ML Infrastructure
Fintool,https://www.fintool.com/,Finance AI,AI,2022,,,YC marked Acquired (batch: Winter 2023),Winter 2023,Acquired,,Financial copilot for institutional investors,ycombinator,Finance,Copilot / Assistant
Booth AI,https://booth.ai,E-commerce AI,AI,2023,,,YC marked Acquired (batch: Winter 2023),Winter 2023,Acquired,,Generative AI Photographer for E-Commerce,ycombinator,E-commerce,Generative Product
Langfuse,https://langfuse.com,ML Infrastructure,,2023,,,YC marked Acquired (batch: Winter 2023),Winter 2023,Acquired,,Open source LLM engineering platform,ycombinator,Cross-industry,ML Infrastructure
Nuntius,https://www.nuntius.ai,General AI,AI,2025,,,YC marked Inactive (batch: Summer 2025); presumed shut down,Summer 2025,Inactive,,Making Models Follow Rules.,ycombinator,Cross-industry,ML Infrastructure
Zeroframe,https://zeroframe.ai,Data Infrastructure,AI,2024,,,YC marked Inactive (batch: Fall 2024); presumed shut down,Fall 2024,Inactive,,Pushingthe boundaries of AI,ycombinator,Cross-industry,Data Infrastructure
Invaria,https://invaria.com,Data Infrastructure,AI,2024,,,YC marked Inactive (batch: Summer 2024); presumed shut down,Summer 2024,Inactive,,The next generation logging and observability platform,ycombinator,Cross-industry,Data Infrastructure
Lumona,https://www.lumona.ai,AI Search,,2023,,,YC marked Inactive (batch: Winter 2024); presumed shut down,Winter 2024,Inactive,,AI-enabled search engine featuring insights from social media.,ycombinator,Consumer,AI Agent
Thorntale,https://thorntale.com,Productivity AI,AI,2024,,,YC marked Inactive (batch: Winter 2024); presumed shut down,Winter 2024,Inactive,,"""The world's best presentation editor, powered by AI.""",ycombinator,Cross-industry,Generative Product
Abel,https://www.tryabel.com,Legal AI,,2023,,,YC marked Inactive (batch: Winter 2024); presumed shut down,Winter 2024,Inactive,,Transforming document review for litigation teams,ycombinator,Legal,AI Agent
Toolify,https://toolify.sh,Code AI,AI,2024,,,YC marked Inactive (batch: Winter 2024); presumed shut down,Winter 2024,Inactive,,Build internal tools with AI,ycombinator,Cross-industry,Generative Product
Engines,https://engines.dev,Code AI,,2024,,,YC marked Inactive (batch: Winter 2024); presumed shut down,Winter 2024,Inactive,,Setup any repo with one command,ycombinator,Cross-industry,AI Agent
Quary,https://www.quary.dev,Analytics,,2024,,,YC marked Inactive (batch: Winter 2024); presumed shut down,Winter 2024,Inactive,,The first in-browser analytics engineering platform,ycombinator,Cross-industry,Analytics & Decisioning
RadMate AI,https://www.radmate.ai,Healthcare AI,AI,2024,,,YC marked Inactive (batch: Winter 2024); presumed shut down,Winter 2024,Inactive,,Copilot for radiologists,ycombinator,Healthcare,Copilot / Assistant
Lantern,http://lantern.dev,Data Infrastructure,AI,2023,,,YC marked Inactive (batch: Winter 2024); presumed shut down,Winter 2024,Inactive,,Postgres vector databaseextension to build AI applications,ycombinator,Cross-industry,Data Infrastructure
Kips Health,,Healthcare AI,,2023,,,YC marked Inactive (batch: Summer 2023); presumed shut down,Summer 2023,Inactive,,The only patient engagement software that pays you.,ycombinator,Healthcare,Copilot / Assistant
Movley,https://movley.com/,E-commerce AI,AI,2023,,,YC marked Inactive (batch: Summer 2023); presumed shut down,Summer 2023,Inactive,,Your e-commerce brand's product quality control department.,ycombinator,E-commerce,Analytics & Decisioning
Vizly,https://vizly.fyi,Data Infrastructure,,2023,,,YC marked Inactive (batch: Summer 2023); presumed shut down,Summer 2023,Inactive,,Data to insights in seconds,ycombinator,Cross-industry,Analytics & Decisioning
Lysto,https://lysto.ai/,Analytics,AI,2024,,,YC marked Inactive (batch: Summer 2023); presumed shut down,Summer 2023,Inactive,,Revenue intelligence platforms for startups,ycombinator,Cross-industry,Analytics & Decisioning
GreenTally,https://www.greentally.ai,ClimateTech AI,AI,2023,,,YC marked Inactive (batch: Summer 2023); presumed shut down,Summer 2023,Inactive,,Affordable carbon tracking solution for all businesses,ycombinator,ClimateTech,Analytics & Decisioning
Atla,https://www.atla-ai.com/,AI Agents,AI,2023,,,YC marked Inactive (batch: Summer 2023); presumed shut down,Summer 2023,Inactive,,The improvement engine for AI agents,ycombinator,Cross-industry,ML Infrastructure
Branch AI,https://www.branch-ai.com,AI Search,,2024,,,YC marked Inactive (batch: Summer 2023); presumed shut down,Summer 2023,Inactive,,"""AI Overview Search, as aService""",ycombinator,Cross-industry,Analytics & Decisioning
Interlock,https://www.tryinterlock.com/,General AI,AI,2023,,,YC marked Inactive (batch: Winter 2023); presumed shut down,Winter 2023,Inactive,,We are still in stealth mode.,ycombinator,Cross-industry,Copilot / Assistant
CodeParrot AI,https://codeparrot.ai/,Design AI,,2023,,,YC marked Inactive (batch: Winter 2023); presumed shut down,Winter 2023,Inactive,,Helps Developers build stunning UI Lightning Fast ⚡️,ycombinator,Cross-industry,Generative Product
Magicflow 𐂂,https://magicflow.ai,ML Infrastructure,AI,2023,,,YC marked Inactive (batch: Winter 2023); presumed shut down,Winter 2023,Inactive,,The Gen AI evaluation and curation platform,ycombinator,Cross-industry,ML Infrastructure
Rubber Ducky Labs,https://www.rubberduckylabs.io/,E-commerce AI,AI,2022,,,YC marked Inactive (batch: Winter 2023); presumed shut down,Winter 2023,Inactive,,AI Powered Product Discovery,ycombinator,E-commerce,Analytics & Decisioning
Lynx,https://uselynx.ai,Finance AI,AI,2023,,,YC marked Inactive (batch: Winter 2023); presumed shut down,Winter 2023,Inactive,,AI platform for investigating and resolving engineering incidents,ycombinator,Cross-industry,AI Agent
Layup,http://www.layuplabs.ai,Customer Support AI,AI,2023,,,YC marked Inactive (batch: Winter 2023); presumed shut down,Winter 2023,Inactive,,Guide your users. Right in your product.,ycombinator,Customer Support,Copilot / Assistant
Fathom,,General AI,AI,,,,,,,fathom,,producthunt,Cross-industry,Copilot / Assistant
HockeyStack,https://hockeystack.com,Go-to-Market AI,,2022,,,,S23,Active,,,curated,Cross-industry,Analytics & Decisioning
